"","DATETIME (LOCAL)","DATETIME (UTC)","DATE (LT)","DATE (UTC)","REGION","COUNTRY","INCIDENT TYPE","VESSEL TYPE","MAERSK?","VESSEL ACTIVITY LOCATION","LAT","LONG","TIMEZONE","TIME OF DAY","ATTACKS","ATTACK SUCCESS"
"326",2015-08-20 05:34:00,2015-08-20 03:34:00,2015-08-20,2015-08-20,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.06666666666667,103.6,"Asia/Jakarta","NIGHT",1,1
"327",2015-08-20 00:30:00,2015-08-19 22:30:00,2015-08-20,2015-08-19,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","OTHER MARITIME RISK",NA,"0","OFF SHORE",13.3,58.9666666666667,"Africa/Mogadishu","NIGHT",1,1
"328",2015-08-18 15:00:00,2015-08-18 13:00:00,2015-08-18,2015-08-18,"HORN OF AFRICA/ GULF OF ADEN","DJIBOUTI","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","OFF SHORE",12.6333333333333,43.35,"Africa/Nairobi","AFTERNOON",1,0
"329",2015-08-18 03:50:00,2015-08-18 01:50:00,2015-08-18,2015-08-18,"WEST AFRICA","CONGO","FAILED ATTACK, ROBBERY","BULK CARRIER","0","ANCHORAGE",-4.12333333333333,13.0283333333333,"Africa/Lagos","NIGHT",1,0
"330",NA,NA,2015-08-18,2015-08-18,"MIDDLE EAST","YEMEN","COUNTER INSURGENCY/MILITARY OPERATION",NA,"0","BERTH",14.8439594444444,42.9314302777778,"Asia/Riyadh","UNKNOWN",1,1
"331",NA,NA,2015-08-18,2015-08-18,"SOUTH EAST ASIA","CHINA","ARMED ROBBERY AT SEA","FISHING VESSEL","0","OFF SHORE",15.9836622222222,111.852035277778,"Asia/Shanghai","UNKNOWN",1,1
"332",2015-08-17 03:00:00,2015-08-17 01:00:00,2015-08-17,2015-08-17,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","SUPPLY VESSEL","0","BERTH",4.68333333333333,7.16666666666667,"Africa/Lagos","NIGHT",1,0
"333",2015-08-16 08:00:00,2015-08-16 06:00:00,2015-08-16,2015-08-16,"SOUTH AMERICA","VENEZUELA","THEFT AT ANCHORAGE","GENERAL CARGO VESSEL","0","ANCHORAGE",10.2733333333333,-63.435,"America/Caracas","MORNING",1,1
"334",2015-08-15 10:00:00,2015-08-15 08:00:00,2015-08-15,2015-08-15,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",1.26,104.13,"Asia/Jakarta","MORNING",1,0
"335",2015-08-15 05:00:00,2015-08-15 03:00:00,2015-08-15,2015-08-15,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",10.24,107.06,"Asia/Ho_Chi_Minh","NIGHT",1,1
"336",2015-08-15 03:00:00,2015-08-15 01:00:00,2015-08-15,2015-08-15,"SOUTH EAST ASIA","SINGAPORE","ARMED ROBBERY AT SEA","CONTAINER SHIP","0","OFF SHORE",1.06333333333333,103.608833333333,"Asia/Jakarta","NIGHT",1,1
"337",2015-08-15 02:40:00,2015-08-15 00:40:00,2015-08-15,2015-08-15,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","GENERAL CARGO VESSEL","0","BERTH",6.44274527777778,3.38454888888889,"Africa/Lagos","NIGHT",1,0
"338",NA,NA,2015-08-15,2015-08-15,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","FISHING VESSEL","0","OFF SHORE",6.3022275,99.2465636111111,"Asia/Bangkok","UNKNOWN",1,1
"339",2015-08-13 06:00:00,2015-08-13 04:00:00,2015-08-13,2015-08-13,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",1.12333333333333,103.5,"Asia/Jakarta","MORNING",1,0
"340",2015-08-12 10:45:00,2015-08-12 08:45:00,2015-08-12,2015-08-12,"SOUTH EAST ASIA","INDONESIA","THEFT AT ANCHORAGE","PRODUCT TANKER","0","OFF SHORE",4,98.75,"Asia/Jakarta","MORNING",1,1
"341",2015-08-12 03:30:00,2015-08-12 01:30:00,2015-08-12,2015-08-12,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CRUDE OIL TANKER","0","OFF SHORE",1.12333333333333,103.518333333333,"Asia/Jakarta","NIGHT",1,0
"342",2015-08-10 06:40:00,2015-08-10 04:40:00,2015-08-10,2015-08-10,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.09666666666667,103.561666666667,"Asia/Jakarta","MORNING",1,1
"343",2015-08-09 05:53:00,2015-08-09 03:53:00,2015-08-09,2015-08-09,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","CRUDE OIL TANKER","0","OFF SHORE",1.08833333333333,103.615,"Asia/Jakarta","NIGHT",1,1
"344",NA,NA,2015-08-09,2015-08-09,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",-2.29333333333333,114.47,"Asia/Pontianak","UNKNOWN",1,1
"345",NA,NA,2015-08-08,2015-08-08,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",2.56666666666667,101.436666666667,"Asia/Jakarta","EVENING",1,1
"346",2015-08-07 23:30:00,2015-08-07 21:30:00,2015-08-07,2015-08-07,"WEST AFRICA","NIGERIA","OTHER MARITIME RISK",NA,"0",NA,4.5,6.41666666666667,"Africa/Lagos","EVENING",1,1
"347",2015-08-06 23:30:00,2015-08-06 21:30:00,2015-08-06,2015-08-06,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.045,103.641666666667,"Asia/Jakarta","EVENING",1,1
"348",2015-08-06 22:00:00,2015-08-06 20:00:00,2015-08-06,2015-08-06,"SOUTH EAST ASIA","MALAYSIA","THEFT AT SEA","TUG","0","OFF SHORE",1.08333333333333,103.733333333333,"Asia/Kuala_Lumpur","EVENING",1,1
"349",NA,NA,2015-08-06,2015-08-06,"MIDDLE EAST","BAHRAIN","OTHER MARITIME RISK","FISHING VESSEL","0","OFF SHORE",26.436065,50.8756711111111,"Asia/Bahrain","UNKNOWN",1,1
"350",NA,NA,2015-08-06,2015-08-06,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.075,103.541333333333,"Asia/Jakarta","UNKNOWN",1,1
"351",NA,NA,2015-08-05,2015-08-05,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","PASSENGER VESSEL","0","OFF SHORE",4.71887111111111,6.77362972222222,"Africa/Lagos","UNKNOWN",1,1
"352",2015-08-03 07:40:00,2015-08-03 05:40:00,2015-08-03,2015-08-03,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","CHEMICAL TANKER","0","OFF SHORE",3.93833333333333,98.7466666666667,"Asia/Jakarta","MORNING",1,1
"353",2015-08-03 02:20:00,2015-08-03 00:20:00,2015-08-03,2015-08-03,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","ORE CARRIER","0","OFF SHORE",1.08666666666667,103.583333333333,"Asia/Jakarta","NIGHT",1,0
"354",2015-08-03 01:36:00,2015-08-02 23:36:00,2015-08-03,2015-08-02,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","BERTH",1.0525,103.618333333333,"Asia/Jakarta","NIGHT",1,0
"355",NA,NA,2015-08-02,2015-08-02,"CARIBBEAN","VENEZUELA","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,10.4985244444444,-61.3209836111111,"America/Port_of_Spain","UNKNOWN",1,0
"356",NA,NA,2015-08-02,2015-08-02,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",1.03476416666667,103.682785,"Asia/Jakarta","UNKNOWN",1,0
"357",2015-08-01 23:30:00,2015-08-01 21:30:00,2015-08-01,2015-08-01,"SOUTH EAST ASIA","PHILIPPINES","THEFT AT ANCHORAGE","VEHICLE CARRIER","0","ANCHORAGE",13.7383333333333,121.038333333333,"Asia/Manila","EVENING",1,1
"358",2015-07-31 01:50:00,2015-07-30 23:50:00,2015-07-31,2015-07-30,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.1,103.733333333333,"Asia/Singapore","NIGHT",1,0
"359",2015-07-30 03:00:00,2015-07-30 01:00:00,2015-07-30,2015-07-30,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.07333333333333,103.661666666667,"Asia/Jakarta","NIGHT",1,0
"360",2015-07-29 07:15:00,2015-07-29 05:15:00,2015-07-29,2015-07-29,"SOUTH EAST ASIA","MALAYSIA","THEFT AT SEA","SUPPLY VESSEL","0","OFF SHORE",1.725,104.566666666667,"Asia/Kuala_Lumpur","MORNING",1,1
"361",NA,NA,2015-07-28,2015-07-28,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","TUG","0","OFF SHORE",1.24135805555556,104.164123611111,"Asia/Kuala_Lumpur","UNKNOWN",1,1
"362",2015-07-27 15:00:00,2015-07-27 13:00:00,2015-07-27,2015-07-27,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","PASSENGER VESSEL","0","OFF SHORE",4.83333333333333,5.66666666666667,"Africa/Lagos","AFTERNOON",1,1
"363",2015-07-27 09:00:00,2015-07-27 07:00:00,2015-07-27,2015-07-27,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","UNKNOWN","0","OFF SHORE",4.83333333333333,8.28333333333333,"Africa/Lagos","MORNING",1,0
"364",2015-07-27 01:10:00,2015-07-26 23:10:00,2015-07-27,2015-07-26,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","PRODUCT TANKER","0","OFF SHORE",1.06,103.611666666667,"Asia/Jakarta","NIGHT",1,1
"365",2015-07-26 03:30:00,2015-07-26 01:30:00,2015-07-26,2015-07-26,"SOUTH EAST ASIA","PHILIPPINES","THEFT AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",7.18333333333333,125.666666666667,"Asia/Manila","NIGHT",1,1
"366",2015-07-26 01:45:00,2015-07-25 23:45:00,2015-07-26,2015-07-25,"SOUTH EAST ASIA","INDONESIA","THEFT AT BERTH","TANKER","0","BERTH",1.68666666666667,101.471666666667,"Asia/Jakarta","NIGHT",1,1
"367",NA,NA,2015-07-26,2015-07-26,"WEST AFRICA","ANGOLA","SUSPICIOUS ACTIVITY AT SEA",NA,"0","OFF SHORE",-6.58333333333333,1.5,"Africa/Luanda","UNKNOWN",1,0
"368",NA,NA,2015-07-26,2015-07-26,"SOUTH EAST ASIA","MALAYSIA","ARMED ROBBERY AT SEA","FISHING VESSEL","0","OFF SHORE",4.88333333333333,98.6166666666667,"Asia/Jakarta","UNKNOWN",1,1
"369",NA,NA,2015-07-26,2015-07-26,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","CRUDE OIL TANKER","0","OFF SHORE",0.999064444444444,103.539962777778,"Asia/Jakarta","UNKNOWN",1,0
"370",NA,NA,2015-07-26,2015-07-26,"SOUTH EAST ASIA","MALAYSIA","ARMED ROBBERY AT SEA","UNKNOWN","0","OFF SHORE",4.87058861111111,99.0472411111111,"Asia/Jakarta","UNKNOWN",1,1
"371",2015-07-25 02:00:00,2015-07-25 00:00:00,2015-07-25,2015-07-25,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.06333333333333,103.656666666667,"Asia/Jakarta","NIGHT",1,1
"372",2015-07-24 09:00:00,2015-07-24 07:00:00,2015-07-24,2015-07-24,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","SUPPLY VESSEL","0","OFF SHORE",4.86666666666667,8.26666666666667,"Africa/Lagos","MORNING",1,0
"373",2015-07-24 04:45:00,2015-07-24 02:45:00,2015-07-24,2015-07-24,"SOUTH ASIA","INDIA","THEFT AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",22.9994836111111,70.2294158333333,"Asia/Kolkata","NIGHT",1,1
"374",2015-07-23 23:45:00,2015-07-23 21:45:00,2015-07-23,2015-07-23,"SOUTH ASIA","INDIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","ANCHORAGE",22.9743794444444,70.2364794444444,"Asia/Kolkata","EVENING",1,0
"375",2015-07-20 04:40:00,2015-07-20 02:40:00,2015-07-20,2015-07-20,"EAST AFRICA","KENYA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","BERTH",-3.92750583333333,39.6661375,"Africa/Nairobi","NIGHT",1,0
"376",NA,NA,2015-07-19,2015-07-19,"NORTH AFRICA","LIBYA","OTHER MARITIME RISK",NA,"0",NA,31.7982044444444,19.8111647222222,"Africa/Tripoli","UNKNOWN",1,1
"377",2015-07-18 02:20:00,2015-07-18 00:20:00,2015-07-18,2015-07-18,"WEST AFRICA","GHANA","THEFT AT ANCHORAGE","SUPPLY VESSEL","1","ANCHORAGE",4.9,-0.283333333333333,"Africa/Accra","NIGHT",1,1
"378",2015-07-16 21:30:00,2015-07-16 19:30:00,2015-07-16,2015-07-16,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","UNKNOWN","0","OFF SHORE",4.55,7.95,"Africa/Lagos","EVENING",1,1
"379",2015-07-16 19:45:00,2015-07-16 17:45:00,2015-07-16,2015-07-16,"WEST AFRICA","NIGERIA","SUSPICIOUS ACTIVITY AT SEA",NA,"0","OFF SHORE",4.43529611111111,8.35899388888889,"Africa/Lagos","EVENING",1,0
"380",2015-07-16 03:10:00,2015-07-16 01:10:00,2015-07-16,2015-07-16,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","SUPPLY VESSEL","0","ANCHORAGE",0.9962725,103.999328611111,"Asia/Jakarta","NIGHT",1,0
"381",NA,NA,2015-07-16,2015-07-16,"MIDDLE EAST","EGYPT","COUNTER INSURGENCY/MILITARY OPERATION",NA,"0",NA,31.3492141666667,34.114895,"Africa/Cairo","UNKNOWN",1,1
"382",2015-07-15 04:40:00,2015-07-15 02:40:00,2015-07-15,2015-07-15,"SOUTH EAST ASIA","CHINA","ARMED ROBBERY AT BERTH","BULK CARRIER","0","BERTH",10.7633333333333,106.71,"Asia/Ho_Chi_Minh","NIGHT",1,1
"383",2015-07-14 01:30:00,2015-07-13 23:30:00,2015-07-14,2015-07-13,"WEST AFRICA","NIGERIA","SUSPICIOUS ACTIVITY AT ANCHOR","CONTAINER SHIP","0","ANCHORAGE",6.08333333333333,1.28333333333333,"Africa/Abidjan","NIGHT",1,0
"384",2015-07-11 12:30:00,2015-07-11 10:30:00,2015-07-11,2015-07-11,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CHEMICAL TANKER","0","ANCHORAGE",10.1666666666667,107.083333333333,"Asia/Ho_Chi_Minh","AFTERNOON",1,1
"385",NA,NA,2015-07-10,2015-07-10,"NORTH AFRICA","LIBYA","COUNTER INSURGENCY/MILITARY OPERATION",NA,"0",NA,30.5931177777778,18.4160686111111,"Africa/Tripoli","UNKNOWN",1,1
"386",2015-07-09 09:39:00,2015-07-09 07:39:00,2015-07-09,2015-07-09,"WEST AFRICA","NIGERIA","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,4.21666666666667,6.86666666666667,"Africa/Lagos","MORNING",1,0
"387",NA,NA,2015-07-09,2015-07-09,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","MOTOR VESSEL","0","OFF SHORE",4.42740333333333,6.59935,"Africa/Lagos","UNKNOWN",1,1
"388",2015-07-05 07:40:00,2015-07-05 05:40:00,2015-07-05,2015-07-05,"SOUTH ASIA","INDIA","THEFT AT BERTH","PRODUCT TANKER","0","BERTH",17.6666666666667,83.4,"Asia/Kolkata","MORNING",1,1
"389",NA,NA,2015-07-05,2015-07-05,"WEST AFRICA","GUINEA","ARMED ROBBERY AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",9.50813111111111,-12.2507391666667,"Africa/Abidjan","EVENING",1,1
"390",2015-07-04 07:38:00,2015-07-04 05:38:00,2015-07-04,2015-07-04,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","BERTH",3.79457583333333,98.7159561111111,"Asia/Jakarta","MORNING",1,0
"391",NA,NA,2015-07-03,2015-07-03,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","FISHING TRAWLER","0","OFF SHORE",4.54886361111111,8.34033972222222,"Africa/Lagos","UNKNOWN",1,1
"392",2015-07-02 09:00:00,2015-07-02 07:00:00,2015-07-02,2015-07-02,"WEST AFRICA","GHANA","HIJACKING AT SEA",NA,"0","OFF SHORE",5.58333333333333,0.266666666666667,"Africa/Accra","MORNING",1,1
"393",2015-07-02 06:20:00,2015-07-02 04:20:00,2015-07-02,2015-07-02,"WEST AFRICA","GHANA","HIJACKING AT SEA",NA,"0","OFF SHORE",5.51683333333333,0.3845,"Africa/Accra","MORNING",1,1
"394",2015-06-30 03:35:00,2015-06-30 01:35:00,2015-06-30,2015-06-30,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",3.91666666666667,98.7666666666667,"Asia/Jakarta","NIGHT",1,1
"395",2015-06-29 04:35:00,2015-06-29 02:35:00,2015-06-29,2015-06-29,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.06133333333333,103.671666666667,"Asia/Jakarta","NIGHT",1,0
"396",2015-06-29 03:39:00,2015-06-29 01:39:00,2015-06-29,2015-06-29,"SOUTH EAST ASIA","MALAYSIA","SUSPICIOUS ACTIVITY AT SEA","BULK CARRIER","0","OFF SHORE",1.43666666666667,103.101666666667,"Asia/Jakarta","NIGHT",1,0
"397",NA,NA,2015-06-29,2015-06-29,"MIDDLE EAST","EGYPT","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,31.6860297222222,34.1842344444444,"Asia/Gaza","UNKNOWN",1,0
"398",2015-06-28 04:00:00,2015-06-28 02:00:00,2015-06-28,2015-06-28,"SOUTH EAST ASIA","SINGAPORE","ARMED ROBBERY AT SEA","TANKER","0","OFF SHORE",1.1,103.533333333333,"Asia/Jakarta","NIGHT",1,1
"399",2015-06-28 02:45:00,2015-06-28 00:45:00,2015-06-28,2015-06-28,"SOUTH AMERICA","COLOMBIA","ARMED ROBBERY AT ANCHORAGE","GENERAL CARGO VESSEL","0","ANCHORAGE",10.381,-74.4385,"America/Bogota","NIGHT",1,1
"400",2015-06-27 23:40:00,2015-06-27 21:40:00,2015-06-27,2015-06-27,"EAST AFRICA","KENYA","ARMED ROBBERY AT BERTH","TANKER","0","BERTH",-3.96666666666667,39.6333333333333,"Africa/Nairobi","EVENING",1,1
"401",2015-06-27 00:15:00,2015-06-26 22:15:00,2015-06-27,2015-06-26,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","PASSENGER VESSEL","0","ANCHORAGE",4.1,8.1,"Africa/Lagos","NIGHT",1,0
"402",2015-06-27 00:10:00,2015-06-26 22:10:00,2015-06-27,2015-06-26,"SOUTH EAST ASIA","PHILIPPINES","THEFT AT ANCHORAGE","TANKER","0","ANCHORAGE",13.7333333333333,121.033333333333,"Asia/Manila","NIGHT",1,1
"403",NA,NA,2015-06-27,2015-06-27,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","PASSENGER VESSEL","0","OFF SHORE",4.58333333333333,8.4,"Africa/Lagos","UNKNOWN",1,1
"404",2015-06-26 23:40:00,2015-06-26 21:40:00,2015-06-26,2015-06-26,"WEST AFRICA","TOGO","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","ANCHORAGE",6.01666666666667,1.28333333333333,"Africa/Abidjan","EVENING",1,0
"405",2015-06-26 03:50:00,2015-06-26 01:50:00,2015-06-26,2015-06-26,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.06166666666667,103.619666666667,"Asia/Jakarta","NIGHT",1,0
"406",2015-06-26 05:30:00,2015-06-26 03:30:00,2015-06-26,2015-06-26,"SOUTH EAST ASIA","SINGAPORE","ARMED ROBBERY AT SEA","CONTAINER SHIP","0","OFF SHORE",1.17633333333333,103.527166666667,"Asia/Kuala_Lumpur","NIGHT",1,1
"407",2015-06-26 03:00:00,2015-06-26 01:00:00,2015-06-26,2015-06-26,"SOUTH EAST ASIA","MALAYSIA","THEFT AT SEA","TANKER","0","OFF SHORE",1.18833333333333,103.425,"Asia/Jakarta","NIGHT",1,1
"408",2015-06-26 01:50:00,2015-06-25 23:50:00,2015-06-26,2015-06-25,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.1,103.733333333333,"Asia/Singapore","NIGHT",1,0
"409",NA,NA,2015-06-26,2015-06-26,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.00620444444444,103.567428611111,"Asia/Jakarta","UNKNOWN",1,1
"410",2015-06-24 04:30:00,2015-06-24 02:30:00,2015-06-24,2015-06-24,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.04166666666667,103.046666666667,"Asia/Jakarta","NIGHT",1,1
"411",2015-06-24 03:35:00,2015-06-24 01:35:00,2015-06-24,2015-06-24,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT BERTH","BULK CARRIER","0","BERTH",-0.3,117.666666666667,"Asia/Makassar","NIGHT",1,1
"412",2015-06-24 03:15:00,2015-06-24 01:15:00,2015-06-24,2015-06-24,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.06488,103.605194166667,"Asia/Jakarta","NIGHT",1,1
"413",NA,NA,2015-06-24,2015-06-24,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.04016666666667,103.6595,"Asia/Jakarta","UNKNOWN",1,1
"414",2015-06-23 12:30:00,2015-06-23 10:30:00,2015-06-23,2015-06-23,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",4.32575388888889,8.31504833333333,"Africa/Lagos","AFTERNOON",1,1
"415",2015-06-23 03:00:00,2015-06-23 01:00:00,2015-06-23,2015-06-23,"WEST AFRICA","NIGERIA","OTHER MARITIME RISK",NA,"0",NA,4.77183333333333,7.0025,"Africa/Lagos","NIGHT",1,1
"416",2015-06-22 21:45:00,2015-06-22 19:45:00,2015-06-22,2015-06-22,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",22.15,91.7333333333333,"Asia/Dhaka","EVENING",1,1
"417",NA,NA,2015-06-22,2015-06-22,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.07073833333333,103.723983888889,"Asia/Pontianak","UNKNOWN",1,1
"418",NA,NA,2015-06-21,2015-06-21,"SOUTH EAST ASIA","INDONESIA","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,1.04693027777778,103.879680555556,"Asia/Jakarta","MORNING",1,0
"419",2015-06-20 06:30:00,2015-06-20 04:30:00,2015-06-20,2015-06-20,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",22.1666666666667,91.7,"Asia/Dhaka","MORNING",1,1
"420",2015-06-19 02:50:00,2015-06-19 00:50:00,2015-06-19,2015-06-19,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","ANCHORAGE",3.91666666666667,98.7666666666667,"Asia/Jakarta","NIGHT",1,0
"421",NA,NA,2015-06-19,2015-06-19,"SOUTH EAST ASIA","VIETNAM","ANTI-PIRACY/NAVAL OPERATION","PRODUCT TANKER","0",NA,9.2555625,103.216552777778,"Asia/Ho_Chi_Minh","MORNING",1,0
"422",NA,NA,2015-06-19,2015-06-19,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",1.14762833333333,103.644332777778,"Asia/Singapore","UNKNOWN",1,0
"423",2015-06-18 15:00:00,2015-06-18 13:00:00,2015-06-18,2015-06-18,"SOUTH EAST ASIA","VIETNAM","ANTI-PIRACY/NAVAL OPERATION","PRODUCT TANKER","0","OFF SHORE",8.98583333333333,103.1935,"Asia/Ho_Chi_Minh","AFTERNOON",1,0
"424",2015-06-18 05:37:00,2015-06-18 03:37:00,2015-06-18,2015-06-18,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.13766666666667,103.479666666667,"Asia/Jakarta","NIGHT",1,0
"425",NA,NA,2015-06-18,2015-06-18,"SOUTH EAST ASIA","MALAYSIA","ANTI-PIRACY/NAVAL OPERATION","PRODUCT TANKER","0","OFF SHORE",1.30983333333333,104.2265,"Asia/Kuala_Lumpur","MORNING",1,0
"426",NA,NA,2015-06-18,2015-06-18,"WEST AFRICA","NIGERIA","COUNTER INSURGENCY/MILITARY OPERATION",NA,"0",NA,5.09135472222222,8.10241694444444,"Africa/Lagos","UNKNOWN",1,1
"427",2015-06-17 05:25:00,2015-06-17 03:25:00,2015-06-17,2015-06-17,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","CRUDE OIL TANKER","0","OFF SHORE",1.05133333333333,103.611333333333,"Asia/Jakarta","NIGHT",1,1
"428",2015-06-17 05:03:00,2015-06-17 03:03:00,2015-06-17,2015-06-17,"SOUTH EAST ASIA","MALAYSIA","FAILED ATTACK, ROBBERY","LPG TANKER","0","OFF SHORE",1.08716666666667,103,"Asia/Jakarta","NIGHT",1,0
"429",2015-06-17 05:00:00,2015-06-17 03:00:00,2015-06-17,2015-06-17,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","CRUDE OIL TANKER","0","OFF SHORE",1.06666666666667,103.566666666667,"Asia/Jakarta","NIGHT",1,1
"430",2015-06-17 02:21:00,2015-06-17 00:21:00,2015-06-17,2015-06-17,"SOUTH EAST ASIA","MALAYSIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.08716666666667,103.711,"Asia/Kuala_Lumpur","NIGHT",1,0
"431",2015-06-15 06:05:00,2015-06-15 04:05:00,2015-06-15,2015-06-15,"HORN OF AFRICA/ GULF OF ADEN","OMAN","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","OFF SHORE",24.6,57.7833333333333,"Asia/Muscat","MORNING",1,0
"432",NA,NA,2015-06-15,2015-06-15,"WEST AFRICA","NIGERIA","INSURGENCY OPERATION",NA,"0",NA,4.96379777777778,8.31780916666667,"Africa/Lagos","MORNING",1,1
"433",2015-06-13 20:00:00,2015-06-13 18:00:00,2015-06-13,2015-06-13,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","TUG","0","OFF SHORE",1.58333333333333,105,"Asia/Kuala_Lumpur","EVENING",1,1
